Service Name,Physical Address,Suburb,Physical State,Postal Code,2018 Aged Care Planning Region (ACPR) Code,2018 Aged Care Planning Region (ACPR),Care Type,Residential Places,Home Care Places,Restorative Care Places,Provider Name,Organisation Type,ABS Remoteness,2019 MMM Code,2016 SA2 Code,2016 SA2 Name,2016 SA3 Code,2016 SA3 Name,2016 LGA Name,2016 LGA Code,2017 PHN Code,2017 PHN Name,Latitude,Longitude,2023/24 FY Australian Government Funding,Overall Star Rating,Residents' Experience rating,Compliance rating,Staffing rating,Quality Measures rating
Calvary Trevu House,"1-13 Deland AVENUE, GAWLER EAST, SA, 5118",GAWLER EAST,SA,5118,411,"Yorke, Lower North & Barossa",Residential,69,0,0,Calvary Aged Care Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,41026,Gawler - South,40201,Gawler - Two Wells,Gawler (T),42030,PHN402,Country SA,-34.605103,138.75728813,7761661.12,4.0,3.0,5.0,3.0,3.0
Ananda Aged Care Findon,"2 Malken WAY, FINDON, SA, 5023",FINDON,SA,5023,406,Metropolitan West,Residential,69,0,0,K N H Nominees Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,41091,Flinders Park,40401,Charles Sturt,Charles Sturt (C),41060,PHN401,Adelaide,-34.9017812,138.52759451,7373734.97,4.0,3.0,5.0,3.0,4.0
Eldercare Acacia Court,"81 Tapleys Hill ROAD, HENDON, SA, 5014",HENDON,SA,5014,406,Metropolitan West,Residential,70,0,0,Eldercare Australia Ltd,Charitable,Major Cities of Australia,1,41094,Royal Park - Hendon - Albert Park,40401,Charles Sturt,Charles Sturt (C),41060,PHN401,Adelaide,-34.87298775,138.51330123,7116039.2,4.0,3.0,5.0,3.0,3.0
Olive Grove Aged Care,"67 Porter STREET, SALISBURY, SA, 5108",SALISBURY,SA,5108,404,Metropolitan North,Residential,70,0,0,Willshire Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,41046,Salisbury,40204,Salisbury,Salisbury (C),47140,PHN401,Adelaide,-34.75818273,138.65540462,7144672.99,4.0,3.0,5.0,3.0,4.0
Carmelite Residential Care,"7 Spence AVENUE, MYRTLE BANK, SA, 5064",MYRTLE BANK,SA,5064,403,Metropolitan East,Residential,70,0,0,Southern Cross Care (SA NT & VIC) Incorporated,Religious,Major Cities of Australia,1,41024,Unley - Parkside,40107,Unley,Unley (C),47980,PHN401,Adelaide,-34.963111,138.641151,7023107.87,4.0,3.0,5.0,4.0,4.0
Oaklands Park Lodge Residential Care,"393 Morphett ROAD, OAKLANDS PARK, SA, 5046",OAKLANDS PARK,SA,5046,405,Metropolitan South,Residential,70,0,0,Southern Cross Care (SA NT & VIC) Incorporated,Religious,Major Cities of Australia,1,41064,Warradale,40302,Marion,Marion (C),44060,PHN401,Adelaide,-35.006632,138.540819,6626911.95,4.0,3.0,5.0,3.0,4.0
HammondCare Daw Park,"Repat Health Precinct, 216 Daws ROAD, DAW PARK, SA, 5041",DAW PARK,SA,5041,405,Metropolitan South,Residential,70,0,0,HammondCare,Charitable,Major Cities of Australia,1,41068,Colonel Light Gardens,40303,Mitcham,Mitcham (C),44340,PHN401,Adelaide,-34.990587,138.58973,2445785.11,4.0,3.0,4.0,4.0,3.0
Everard Park Care Community,"34 Norman TERRACE, EVERARD PARK, SA, 5035",EVERARD PARK,SA,5035,403,Metropolitan East,Residential,71,0,0,DPG Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,41023,Goodwood - Millswood,40107,Unley,Unley (C),47980,PHN401,Adelaide,-34.95584841,138.57563478,7051784.63,3.0,3.0,4.0,3.0,4.0
Estia Health Kadina,"8 Mine STREET, KADINA, SA, 5554",KADINA,SA,5554,411,"Yorke, Lower North & Barossa",Residential,72,0,0,Estia Investments Pty Ltd,Private Incorporated Body,Outer Regional Australia,5,41124,Kadina,40504,Yorke Peninsula,Copper Coast (DC),41560,PHN402,Country SA,-33.95852557,137.72014458,8433448.81,4.0,3.0,5.0,3.0,3.0
Boandik Kessal,"101 Lake TERRACE,  EAST, MOUNT GAMBIER, SA, 5290",MOUNT GAMBIER,SA,5290,409,South East,Residential,72,0,0,Boandik Lodge Inc,Community Based,Inner Regional Australia,3,41173,Mount Gambier - East,40702,Limestone Coast,Mount Gambier (C),44620,PHN402,Country SA,-37.84264835,140.78983128,7661082.76,3.0,3.0,4.0,3.0,4.0
Romani,"40 Tumbella DRIVE, MURRAY BRIDGE, SA, 5253",MURRAY BRIDGE,SA,5253,402,"Hills, Mallee & Southern",Residential,72,0,0,RSL Care South Australia Incorporated,Community Based,Inner Regional Australia,3,41165,Murray Bridge,40703,Murray and Mallee,Murray Bridge (RC),45040,PHN402,Country SA,-35.134308,139.29503,5346898.9,4.0,4.0,4.0,3.0,4.0
Boandik Crouch Street,"26 Crouch STREET,  SOUTH, MOUNT GAMBIER, SA, 5290",MOUNT GAMBIER,SA,5290,409,South East,Residential,73,0,0,Boandik Lodge Inc,Community Based,Inner Regional Australia,3,41173,Mount Gambier - East,40702,Limestone Coast,Mount Gambier (C),44620,PHN402,Country SA,-37.83408956,140.78442888,6849527.65,4.0,4.0,4.0,2.0,4.0
Estia Health Salisbury,"7 Salisbury HIGHWAY, SALISBURY, SA, 5108",SALISBURY,SA,5108,404,Metropolitan North,Residential,73,0,0,Estia Investments Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,41046,Salisbury,40204,Salisbury,Salisbury (C),47140,PHN401,Adelaide,-34.75438614,138.64718158,8484677.78,3.0,3.0,4.0,2.0,3.0
Eyre Peninsula Old Folks Home,"26-30 Flinders HIGHWAY, PORT LINCOLN, SA, 5606",PORT LINCOLN,SA,5606,401,Eyre Peninsula,Residential,74,0,0,Eyre Peninsula Old Folks Home Inc,Community Based,Remote Australia,6,41133,Port Lincoln,40601,Eyre Peninsula and South West,Port Lincoln (C),46300,PHN402,Country SA,-34.71478768,135.83739113,7193379.54,4.0,4.0,4.0,4.0,4.0
Bolton Clarke Smithfield,"1 Warooka DRIVE, SMITHFIELD, SA, 5114",SMITHFIELD,SA,5114,404,Metropolitan North,Residential,74,0,0,RSL Care RDNS Limited,Charitable,Major Cities of Australia,1,41034,Smithfield - Elizabeth North,40202,Playford,Playford (C),45680,PHN401,Adelaide,-34.68642968,138.68805059,8595561.75,3.0,3.0,4.0,3.0,4.0
AnglicareSA Elizabeth - Dutton Court,"33 Catalina ROAD, ELIZABETH EAST, SA, 5112",ELIZABETH EAST,SA,5112,404,Metropolitan North,Residential,75,0,0,Anglicare SA Ltd,Religious,Major Cities of Australia,1,41031,Elizabeth East,40202,Playford,Playford (C),45680,PHN401,Adelaide,-34.7214437,138.67555945,8986240.02,4.0,3.0,5.0,3.0,3.0
Resthaven Malvern,"43 Marlborough STREET, MALVERN, SA, 5061",MALVERN,SA,5061,403,Metropolitan East,Residential,75,0,0,Resthaven Inc,Charitable,Major Cities of Australia,1,41024,Unley - Parkside,40107,Unley,Unley (C),47980,PHN401,Adelaide,-34.958832,138.611498,7175567.66,3.0,2.0,5.0,3.0,3.0
Murray Mudge,"7 Raymond GROVE, GLENELG, SA, 5045",GLENELG,SA,5045,405,Metropolitan South,Residential,76,0,0,Uniting Communities Incorporated,Religious,Major Cities of Australia,1,41057,Glenelg (SA),40301,Holdfast Bay,Holdfast Bay (C),42600,PHN401,Adelaide,-34.98260067,138.5138061,7404159.18,4.0,3.0,5.0,3.0,3.0
Calvary Brighton,"580 Brighton ROAD, SOUTH BRIGHTON, SA, 5048",SOUTH BRIGHTON,SA,5048,405,Metropolitan South,Residential,76,0,0,Calvary Aged Care Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,41056,Brighton (SA),40301,Holdfast Bay,Holdfast Bay (C),42600,PHN401,Adelaide,-35.02813771,138.52447,7552155.65,3.0,3.0,5.0,3.0,2.0
Matthew Flinders Home Inc,"61-63 Oxford TERRACE, PORT LINCOLN, SA, 5606",PORT LINCOLN,SA,5606,401,Eyre Peninsula,Residential,76,0,0,Matthew Flinders Home Inc,Community Based,Remote Australia,6,41133,Port Lincoln,40601,Eyre Peninsula and South West,Port Lincoln (C),46300,PHN402,Country SA,-34.72200217,135.84997032,9040052.15,4.0,3.0,5.0,3.0,3.0
Salisbury Private Nursing Home,"147 Frost ROAD, SALISBURY SOUTH, SA, 5106",SALISBURY SOUTH,SA,5106,404,Metropolitan North,Residential,76,0,0,Salisbury Private Nursing Home Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,41046,Salisbury,40204,Salisbury,Salisbury (C),47140,PHN401,Adelaide,-34.78304935,138.65299502,6248441.92,,3.0,5.0,,
Parkview Aged Care,"7-12 MAJORS ROAD, MOONTA, SA, 5558",MOONTA,SA,5558,411,"Yorke, Lower North & Barossa",Residential,77,0,0,Moonta Health & Aged Care Services Inc,Community Based,Outer Regional Australia,5,41125,Moonta,40504,Yorke Peninsula,Copper Coast (DC),41560,PHN402,Country SA,-34.060878,137.58951,8079201.9,4.0,4.0,5.0,5.0,3.0
Helping Hand Aged Care - Doreen Bond House,"34 Molesworth STREET, NORTH ADELAIDE, SA, 5006",NORTH ADELAIDE,SA,5006,403,Metropolitan East,Residential,78,0,0,Helping Hand Aged Care Inc,Charitable,Major Cities of Australia,1,41002,North Adelaide,40101,Adelaide City,Adelaide (C),40070,PHN401,Adelaide,-34.90795398,138.58723863,6891022.61,3.0,3.0,5.0,2.0,3.0
Estia Health Myrtle Bank,"32 Cross ROAD, MYRTLE BANK, SA, 5064",MYRTLE BANK,SA,5064,403,Metropolitan East,Residential,78,0,0,Estia Investments Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,41024,Unley - Parkside,40107,Unley,Unley (C),47980,PHN401,Adelaide,-34.9637708,138.63579463,7614513.39,4.0,4.0,4.0,3.0,4.0
Oakwood Aged Care,"6 Ellis STREET, ENFIELD, SA, 5085",ENFIELD,SA,5085,404,Metropolitan North,Residential,78,0,0,Tolega Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,41036,Enfield - Blair Athol,40203,Port Adelaide - East,Port Adelaide Enfield (C),45890,PHN401,Adelaide,-34.86460439,138.60715557,7120730.49,4.0,3.0,5.0,3.0,5.0
Estia Health Kensington Gardens,"421 The PARADE, KENSINGTON GARDENS, SA, 5068",KENSINGTON GARDENS,SA,5068,403,Metropolitan East,Residential,79,0,0,Estia Investments Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,41011,Burnside - Wattle Park,40103,Burnside,Burnside (C),40700,PHN401,Adelaide,-34.91933756,138.66218191,7289147.6,3.0,3.0,4.0,3.0,3.0
Bellevue Court Residential Care,"9 Bellevue COURT, GAWLER EAST, SA, 5118",GAWLER EAST,SA,5118,411,"Yorke, Lower North & Barossa",Residential,80,0,0,Southern Cross Care (SA NT & VIC) Incorporated,Religious,Major Cities of Australia,1,41026,Gawler - South,40201,Gawler - Two Wells,Gawler (T),42030,PHN402,Country SA,-34.59136148,138.75618262,8327384.73,4.0,3.0,5.0,3.0,5.0
Bene St Pauls,"7 Braun DRIVE, HAHNDORF, SA, 5245",HAHNDORF,SA,5245,402,"Hills, Mallee & Southern",Residential,80,0,0,Italian Benevolent Foundation SA Inc,Community Based,Inner Regional Australia,2,41005,Hahndorf - Echunga,40102,Adelaide Hills,Mount Barker (DC),44550,PHN402,Country SA,-35.0320581,138.81520976,7624917.13,3.0,3.0,4.0,3.0,3.0
Lerwin Nursing Home,"59-67 Joyce STREET, MURRAY BRIDGE, SA, 5253",MURRAY BRIDGE,SA,5253,402,"Hills, Mallee & Southern",Residential,80,0,0,Rural City of Murray Bridge,Local Government,Inner Regional Australia,3,41165,Murray Bridge,40703,Murray and Mallee,Murray Bridge (RC),45040,PHN402,Country SA,-35.1284728,139.28189457,8151662.72,,,,,
Helping Hand Aged Care - Parafield Gardens,"437 Salisbury HIGHWAY, PARAFIELD GARDENS, SA, 5107",PARAFIELD GARDENS,SA,5107,404,Metropolitan North,Residential,80,0,0,Helping Hand Aged Care Inc,Charitable,Major Cities of Australia,1,41043,Parafield Gardens,40204,Salisbury,Salisbury (C),47140,PHN401,Adelaide,-34.78694611,138.61791698,9387156.57,3.0,3.0,5.0,3.0,2.0
West Beach Residential Care,"655-671 Burbridge ROAD, WEST BEACH, SA, 5024",WEST BEACH,SA,5024,406,Metropolitan West,Residential,80,0,0,Southern Cross Care (SA NT & VIC) Incorporated,Religious,Major Cities of Australia,1,41109,West Beach,40403,West Torrens,West Torrens (C),48410,PHN401,Adelaide,-34.93594752,138.50860306,7303822.21,4.0,4.0,5.0,3.0,3.0
Estia Health Salisbury East,"8 Oakmont COURT, SALISBURY EAST, SA, 5109",SALISBURY EAST,SA,5109,404,Metropolitan North,Residential,80,0,0,Estia Investments Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,41047,Salisbury East,40204,Salisbury,Salisbury (C),47140,PHN401,Adelaide,-34.77135267,138.66617191,8923639.23,3.0,3.0,5.0,2.0,3.0
Oakfield Lodge Residential Care,"15 Hawthorn ROAD, MOUNT BARKER, SA, 5251",MOUNT BARKER,SA,5251,402,"Hills, Mallee & Southern",Residential,80,0,0,Southern Cross Care (SA NT & VIC) Incorporated,Religious,Inner Regional Australia,3,41007,Mount Barker,40102,Adelaide Hills,Mount Barker (DC),44550,PHN402,Country SA,-35.06709,138.850532,8039259.69,4.0,3.0,5.0,3.0,3.0
St Basil's at Croydon Park,"83-93 Regency ROAD, CROYDON PARK, SA, 5008",CROYDON PARK,SA,5008,406,Metropolitan West,Residential,81,0,0,St Basil's Homes for the Aged in South Australia (Vasileias) Inc,Religious,Major Cities of Australia,1,41102,The Parks,40402,Port Adelaide - West,Port Adelaide Enfield (C),45890,PHN401,Adelaide,-34.87532593,138.56622337,9240245.46,3.0,2.0,5.0,3.0,2.0
Bonney Lodge,"24 HAWDON STREET, BARMERA, SA, 5345",BARMERA,SA,5345,408,Riverland,Residential,81,0,0,Riverland Mallee Coorong Local Health Network Incorporated,State Government,Outer Regional Australia,5,41159,Barmera,40703,Murray and Mallee,Berri and Barmera (DC),40520,PHN402,Country SA,-34.249084,140.471889,7675168.92,3.0,4.0,4.0,3.0,2.0
Sandpiper Lodge Residential Care,"35 Washington STREET, GOOLWA, SA, 5214",GOOLWA,SA,5214,402,"Hills, Mallee & Southern",Residential,81,0,0,Southern Cross Care (SA NT & VIC) Incorporated,Religious,Inner Regional Australia,3,41144,Goolwa - Port Elliot,40701,Fleurieu - Kangaroo Island,Alexandrina (DC),40220,PHN402,Country SA,-35.49127161,138.79416755,5946271.77,4.0,4.0,5.0,4.0,3.0
Estia Health Daw Park,"7 Lancelot DRIVE, DAW PARK, SA, 5041",DAW PARK,SA,5041,405,Metropolitan South,Residential,82,0,0,Estia Investments Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,41068,Colonel Light Gardens,40303,Mitcham,Mitcham (C),44340,PHN401,Adelaide,-34.9908672,138.5855172,8885254.56,4.0,3.0,5.0,3.0,4.0
Barunga Village Incorporated,"11 Edmund STREET, PORT BROUGHTON, SA, 5522",PORT BROUGHTON,SA,5522,411,"Yorke, Lower North & Barossa",Residential,83,0,0,Barunga Village Incorporated,Community Based,Outer Regional Australia,5,41119,Wakefield - Barunga West,40502,Lower North,Barunga West (DC),40430,PHN402,Country SA,-33.60181843,137.93256227,9347433.49,4.0,4.0,5.0,2.0,3.0
Mount Carmel Residential Care,"740 Torrens ROAD, ROSEWATER, SA, 5013",ROSEWATER,SA,5013,406,Metropolitan West,Residential,83,0,0,Southern Cross Care (SA NT & VIC) Incorporated,Religious,Major Cities of Australia,1,41097,Woodville - Cheltenham,40401,Charles Sturt,Charles Sturt (C),41060,PHN401,Adelaide,-34.85965371,138.52364063,8351627.15,4.0,3.0,5.0,3.0,4.0
Glen Osmond Grove Care Community,"550 Portrush ROAD, GLEN OSMOND, SA, 5064",GLEN OSMOND,SA,5064,403,Metropolitan East,Residential,84,0,0,DPG Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,41012,Glenside - Beaumont,40103,Burnside,Burnside (C),40700,PHN401,Adelaide,-34.9571662,138.64443501,8285436.71,4.0,5.0,4.0,3.0,3.0
North Eastern Community Nursing Home,"580 Lower North East ROAD, CAMPBELLTOWN, SA, 5074",CAMPBELLTOWN,SA,5074,403,Metropolitan East,Residential,84,0,0,North Eastern Community Hospital Incorporated,Community Based,Major Cities of Australia,1,41015,Paradise - Newton,40104,Campbelltown (SA),Campbelltown (C) (SA),40910,PHN401,Adelaide,-34.882999,138.662127,9200604.01,3.0,3.0,4.0,3.0,2.0
Healthia,"26 Mark ROAD, ELIZABETH SOUTH, SA, 5112",ELIZABETH SOUTH,SA,5112,404,Metropolitan North,Residential,84,0,0,Aged Care & Housing Group Inc,Charitable,Major Cities of Australia,1,41030,Elizabeth,40202,Playford,Playford (C),45680,PHN401,Adelaide,-34.748986,138.667649,5610534.06,4.0,3.0,4.0,4.0,4.0
Estia Health Flagstaff Hill,"40 Skyline DRIVE, FLAGSTAFF HILL, SA, 5159",FLAGSTAFF HILL,SA,5159,405,Metropolitan South,Residential,85,0,0,Estia Investments Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,41077,Flagstaff Hill,40304,Onkaparinga,Onkaparinga (C),45340,PHN401,Adelaide,-35.04263844,138.56985223,8951103.65,3.0,3.0,5.0,2.0,3.0
Helping Hand Aged Care - Rotary House,"49 Buxton STREET, NORTH ADELAIDE, SA, 5006",NORTH ADELAIDE,SA,5006,403,Metropolitan East,Residential,87,0,0,Helping Hand Aged Care Inc,Charitable,Major Cities of Australia,1,41002,North Adelaide,40101,Adelaide City,Adelaide (C),40070,PHN401,Adelaide,-34.90663542,138.58907062,7319003.52,4.0,3.0,5.0,3.0,3.0
Rembrandt Court,"1 Madras STREET, OAKLANDS PARK, SA, 5046",OAKLANDS PARK,SA,5046,405,Metropolitan South,Residential,87,0,0,Rembrandt Living Incorporated,Community Based,Major Cities of Australia,1,41064,Warradale,40302,Marion,Marion (C),44060,PHN401,Adelaide,-35.00217849,138.54269921,8743682.67,4.0,3.0,5.0,4.0,3.0
Ashman Grove Aged Care Hostel,"58 Chief STREET, BROMPTON, SA, 5007",BROMPTON,SA,5007,406,Metropolitan West,Residential,87,0,0,Rosha Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,41093,Hindmarsh - Brompton,40401,Charles Sturt,Charles Sturt (C),41060,PHN401,Adelaide,-34.89962094,138.57695916,7680243.37,3.0,3.0,5.0,2.0,3.0
Klemzig Residential Care Services,"Leighton Avenue, 2 Leighton AVENUE, KLEMZIG, SA, 5087",KLEMZIG,SA,5087,404,Metropolitan North,Residential,87,0,0,Hahndorf Holdings Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,41038,Windsor Gardens,40203,Port Adelaide - East,Port Adelaide Enfield (C),45890,PHN401,Adelaide,-34.87346636,138.63552241,9237265.26,3.0,2.0,5.0,3.0,2.0
Kalyra Woodcroft Aged Care,"54 Woodcroft DRIVE, MORPHETT VALE, SA, 5162",MORPHETT VALE,SA,5162,405,Metropolitan South,Residential,88,0,0,James Brown Memorial Trust,Charitable,Major Cities of Australia,1,41084,Morphett Vale - East,40304,Onkaparinga,Onkaparinga (C),45340,PHN401,Adelaide,-35.11065357,138.54088372,9790076.65,3.0,3.0,5.0,3.0,2.0
Calvary Oaklands,"2 Jean STREET, OAKLANDS PARK, SA, 5046",OAKLANDS PARK,SA,5046,405,Metropolitan South,Residential,88,0,0,Calvary Aged Care Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,41064,Warradale,40302,Marion,Marion (C),44060,PHN401,Adelaide,-35.00466743,138.54306385,9441385.84,3.0,3.0,5.0,3.0,2.0
Reynella Hillside Care Community,"7 Railway TERRACE, REYNELLA, SA, 5161",REYNELLA,SA,5161,405,Metropolitan South,Residential,89,0,0,DPG Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,41086,Reynella,40304,Onkaparinga,Onkaparinga (C),45340,PHN401,Adelaide,-35.086946,138.544736,9267941.69,3.0,2.0,4.0,2.0,2.0
Renmark Nursing Home,"Ral Ral Avenue, 180-208 Ral Ral AVENUE, RENMARK, SA, 5341",RENMARK,SA,5341,408,Riverland,Residential,89,0,0,Riverland Mallee Coorong Local Health Network Incorporated,State Government,Outer Regional Australia,5,41167,Renmark,40703,Murray and Mallee,Renmark Paringa (DC),46670,PHN402,Country SA,-34.1639161,140.74200244,8198309.1,3.0,4.0,4.0,3.0,2.0
UnitingSA Hawksbury Gardens Aged Care,"8 Elmgrove ROAD, SALISBURY NORTH, SA, 5108",SALISBURY NORTH,SA,5108,404,Metropolitan North,Residential,89,0,0,UnitingSA Ltd,Religious,Major Cities of Australia,1,41048,Salisbury North,40204,Salisbury,Salisbury (C),47140,PHN401,Adelaide,-34.75037,138.622978,10310075.37,3.0,3.0,4.0,2.0,3.0
Mary Cecelia Hart Court Hostel,"82 Williams ROAD, MILLICENT, SA, 5280",MILLICENT,SA,5280,409,South East,Residential,90,0,0,Boneham Aged Care Services Incorporated,Community Based,Outer Regional Australia,5,41152,Millicent,40702,Limestone Coast,Wattle Range (DC),48340,PHN402,Country SA,-37.59831101,140.35131002,9834304.63,4.0,5.0,4.0,3.0,3.0
Bethsalem Care,"10 Education ROAD, HAPPY VALLEY, SA, 5159",HAPPY VALLEY,SA,5159,405,Metropolitan South,Residential,90,0,0,Christadelphian Care Services (SA) Incorporated,Religious,Major Cities of Australia,1,41080,Happy Valley,40304,Onkaparinga,Onkaparinga (C),45340,PHN401,Adelaide,-35.09035127,138.58483228,9425874.02,3.0,3.0,4.0,3.0,3.0
AnglicareSA Westbourne Park,"56 Monmouth ROAD, WESTBOURNE PARK, SA, 5041",WESTBOURNE PARK,SA,5041,405,Metropolitan South,Residential,90,0,0,Anglicare SA Ltd,Religious,Major Cities of Australia,1,41068,Colonel Light Gardens,40303,Mitcham,Mitcham (C),44340,PHN401,Adelaide,-34.9721135,138.596466,9873828.44,4.0,3.0,5.0,3.0,3.0
Estia Health Lockleys,"334-342 Henley Beach ROAD, LOCKLEYS, SA, 5032",LOCKLEYS,SA,5032,406,Metropolitan West,Residential,90,0,0,Estia Investments Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,41106,Lockleys,40403,West Torrens,West Torrens (C),48410,PHN401,Adelaide,-34.9246096,138.54370519,8712069.99,3.0,3.0,5.0,2.0,3.0
Bolton Clarke Ross Robertson,"19 Cornhill ROAD, VICTOR HARBOR, SA, 5211",VICTOR HARBOR,SA,5211,402,"Hills, Mallee & Southern",Residential,91,0,0,RSL Care RDNS Limited,Charitable,Inner Regional Australia,3,41148,Victor Harbor,40701,Fleurieu - Kangaroo Island,Victor Harbor (C),48050,PHN402,Country SA,-35.54950353,138.62179121,8117748.14,3.0,3.0,4.0,2.0,4.0
Kalyra Belair Aged Care,"2 Kalyra ROAD, BELAIR, SA, 5052",BELAIR,SA,5052,405,Metropolitan South,Residential,92,0,0,James Brown Memorial Trust,Charitable,Major Cities of Australia,1,41065,Belair,40303,Mitcham,Mitcham (C),44340,PHN401,Adelaide,-35.00175406,138.61218839,9170785.04,4.0,4.0,5.0,3.0,3.0
Estia Health Aberfoyle Park,"39 Campus DRIVE, ABERFOYLE PARK, SA, 5159",ABERFOYLE PARK,SA,5159,405,Metropolitan South,Residential,92,0,0,Estia Investments Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,41071,Aberfoyle Park,40304,Onkaparinga,Onkaparinga (C),45340,PHN401,Adelaide,-35.06899383,138.59521049,9662389.31,3.0,3.0,5.0,2.0,3.0
Strathalbyn & District Aged Care Facility,"14 Alfred PLACE, STRATHALBYN, SA, 5255",STRATHALBYN,SA,5255,402,"Hills, Mallee & Southern",Residential,92,0,0,Barossa Hills Fleurieu Local Health Network Incorporated,State Government,Inner Regional Australia,4,41146,Strathalbyn,40701,Fleurieu - Kangaroo Island,Alexandrina (DC),40220,PHN402,Country SA,-35.25788132,138.89335553,9366286.42,4.0,3.0,4.0,4.0,3.0
Onkaparinga Lodge Residential Care,"28 Liddell DRIVE, HUNTFIELD HEIGHTS, SA, 5163",HUNTFIELD HEIGHTS,SA,5163,405,Metropolitan South,Residential,92,0,0,Southern Cross Care (SA NT & VIC) Incorporated,Religious,Major Cities of Australia,1,41079,Hackham West - Huntfield Heights,40304,Onkaparinga,Onkaparinga (C),45340,PHN401,Adelaide,-35.151741,138.521045,9108834.61,4.0,3.0,5.0,3.0,3.0
